,clean,corrupted,correct_idx,incorrect_idx
13,"Then, Mary and Allison had a long argument, and afterwards Mary said to","Then, Jesse and Jesse had a long argument, and afterwards Allison said to",62408,39171
718,"Then, Cody and Eric had a lot of fun at the hospital. Cody gave a kiss to","Then, Scott and Jason had a lot of fun at the hospital. Joseph gave a kiss to",16247,9815
980,"When Laura and Jessica got a kiss at the station, Laura decided to give it to","When Nathan and Benjamin got a kiss at the station, Nicholas decided to give it to",32367,36737
474,"Then, Rachel and Lindsey were thinking about going to the office. Rachel wanted to give a computer to","Then, Justin and Erin were thinking about going to the office. Dustin wanted to give a computer to",64279,22467
635,"Then, Nicholas and Jose were thinking about going to the hospital. Nicholas wanted to give a bone to","Then, Ashley and Ashley were thinking about going to the hospital. Jose wanted to give a bone to",10860,37118
520,"Then, Amy and Adam had a long argument, and afterwards Amy said to","Then, Michael and Kristen had a long argument, and afterwards Nathan said to",15037,7937
672,"After Brittany and Katherine went to the store, Katherine gave a kiss to","After Thomas and Andrew went to the store, Mary gave a kiss to",88154,13615
796,"Then, David and James were working at the store. James decided to give a necklace to","Then, Laura and Emily were working at the store. Rachel decided to give a necklace to",6798,34166
424,"Then, Jennifer and Kimberly went to the school. Jennifer gave a basketball to","Then, Andrea and John went to the school. Brian gave a basketball to",85653,40084
493,"Then, Alicia and Rachel were working at the station. Alicia decided to give a necklace to","Then, Emily and Megan were working at the station. Christopher decided to give a necklace to",31432,34166
632,"Then, Dustin and Tiffany had a lot of fun at the restaurant. Dustin gave a drink to","Then, Sarah and Kevin had a lot of fun at the restaurant. Matthew gave a drink to",67473,20445
790,"Then, Steven and Amanda had a long argument, and afterwards Amanda said to","Then, Jeffrey and Samantha had a long argument, and afterwards Ashley said to",23644,62808
215,"Then, Sean and Kimberly went to the hospital. Kimberly gave a drink to","Then, Crystal and Richard went to the hospital. Gregory gave a drink to",24995,11867
431,"When Dustin and Patrick got a computer at the station, Dustin decided to give it to","When Jeffrey and Justin got a computer at the station, Adam decided to give it to",19626,41007
658,"When Anthony and Dustin got a kiss at the office, Anthony decided to give it to","When Brandon and Richard got a kiss at the office, Michael decided to give it to",78318,31766
794,"After Amy and Steven went to the hospital, Amy gave a necklace to","After Amy and Nicholas went to the hospital, Benjamin gave a necklace to",23644,28693
648,"Then, Angela and Allison went to the office. Angela gave a kiss to","Then, Thomas and Courtney went to the office. Jamie gave a kiss to",62408,11108
251,"Then, Elizabeth and Alexander had a long argument, and afterwards Elizabeth said to","Then, Timothy and Samuel had a long argument, and afterwards Benjamin said to",20042,44468
189,"After Sara and Andrea went to the office, Sara gave a basketball to","After Brian and Kelly went to the office, Bryan gave a basketball to",40084,17083
441,"Then, Bradley and Robert were working at the store. Robert decided to give a kiss to","Then, Samuel and Matthew were working at the store. James decided to give a kiss to",36448,18939
470,"Then, Samantha and Dustin had a long argument, and afterwards Dustin said to","Then, Daniel and Vanessa had a long argument, and afterwards Mary said to",62808,70519
408,"Then, Scott and Gregory were working at the office. Scott decided to give a ring to","Then, Rebecca and Daniel were working at the office. Megan decided to give a ring to",42969,44457
875,"Then, Jesse and Andrea went to the hospital. Andrea gave a computer to","Then, William and Ashley went to the hospital. Erin gave a computer to",39171,37118
852,"When Jacob and Sarah got a computer at the store, Jacob decided to give it to","When Aaron and Joseph got a computer at the store, Kevin decided to give it to",20445,25673
48,"Then, Brandon and Jesse went to the store. Brandon gave a kiss to","Then, Tyler and Jose went to the store. William gave a kiss to",39171,31220
473,"After Sean and Courtney went to the house, Sean gave a basketball to","After Robert and Rebecca went to the house, Dustin gave a basketball to",70682,8397
228,"Then, Christine and James were working at the garden. James decided to give a drink to","Then, Ryan and Thomas were working at the garden. Daniel decided to give a drink to",45893,11108
585,"After Ryan and Brian went to the school, Brian gave a basketball to","After Stephen and Bryan went to the school, Alexander gave a basketball to",13646,36353
394,"After Nicholas and Andrew went to the garden, Nicholas gave a basketball to","After Eric and Rebecca went to the garden, Megan gave a basketball to",13615,16247
106,"After Erica and Christina went to the garden, Erica gave a basketball to","After Courtney and Mary went to the garden, Dustin gave a basketball to",59671,70682
673,"Then, Kyle and Vanessa had a lot of fun at the office. Vanessa gave a drink to","Then, Stephen and Amanda had a lot of fun at the office. Dustin gave a drink to",30259,41759
471,"Then, Jonathan and Matthew had a lot of fun at the garden. Matthew gave a ring to","Then, Benjamin and Samuel had a lot of fun at the garden. Anthony gave a ring to",23269,31907
232,"Then, Robert and Alicia had a lot of fun at the store. Alicia gave a ring to","Then, Samuel and Bradley had a lot of fun at the store. Amy gave a ring to",8397,36448
523,"Then, Courtney and Timothy went to the office. Timothy gave a kiss to","Then, Rachel and Lindsey went to the office. John gave a kiss to",70682,64279
63,"Then, Heather and Samantha went to the store. Samantha gave a computer to","Then, Nathan and Jesse went to the store. Bryan gave a computer to",46263,39171
755,"After Michael and Samantha went to the station, Michael gave a snack to","After Joseph and Sarah went to the station, Stephanie gave a snack to",62808,15115
498,"When Jamie and Erin got a drink at the station, Erin decided to give it to","When Andrew and Anthony got a drink at the station, Richard decided to give it to",35757,20696
948,"Then, Daniel and Nathan went to the house. Daniel gave a computer to","Then, William and Scott went to the house. Sara gave a computer to",36737,12375
702,"After Megan and Katie went to the restaurant, Megan gave a drink to","After Kyle and Timothy went to the restaurant, Jose gave a drink to",44463,30259
52,"After Samuel and Emily went to the hospital, Samuel gave a drink to","After Tyler and James went to the hospital, Andrea gave a drink to",34166,31220
130,"After Thomas and Travis went to the restaurant, Travis gave a snack to","After Angela and Kelly went to the restaurant, Kyle gave a snack to",11108,18661
662,"Then, Erica and Samantha were working at the school. Erica decided to give a kiss to","Then, John and Jamie were working at the school. Tyler decided to give a kiss to",62808,3757
354,"Then, Mark and Thomas had a lot of fun at the school. Thomas gave a necklace to","Then, Charles and Sara had a lot of fun at the school. Michael gave a necklace to",4389,42920
178,"Then, Erin and Laura had a long argument, and afterwards Laura said to","Then, Brian and Katherine had a long argument, and afterwards Jesse said to",55814,61326
921,"Then, Alicia and Sean were working at the restaurant. Sean decided to give a ring to","Then, Tiffany and Matthew were working at the restaurant. Charles decided to give a ring to",78902,18939
982,"After Samuel and Katherine went to the house, Katherine gave a necklace to","After Amy and Jacob went to the house, Sean gave a necklace to",31907,24521
954,"Then, Angela and Erin were thinking about going to the station. Erin wanted to give a bone to","Then, Samantha and Ryan were thinking about going to the station. Jeffrey wanted to give a bone to",37143,13646
98,"Then, James and Erica had a long argument, and afterwards James said to","Then, Angela and Kimberly had a long argument, and afterwards Tiffany said to",91835,37143
484,"Then, Rachel and Danielle went to the office. Danielle gave a computer to","Then, Vanessa and Stephen went to the office. Joseph gave a computer to",31432,18095
696,"Then, Samuel and Adam were thinking about going to the station. Adam wanted to give a basketball to","Then, James and Alexander were thinking about going to the station. Samuel wanted to give a basketball to",31907,20042
889,"Then, Robert and James had a lot of fun at the station. Robert gave a bone to","Then, Lisa and Bryan had a lot of fun at the station. Nicole gave a bone to",7801,28556
206,"Then, Matthew and Katherine had a lot of fun at the restaurant. Katherine gave a ring to","Then, James and Jesse had a lot of fun at the restaurant. Matthew gave a ring to",18939,39171
693,"Then, Alexander and Kenneth were working at the house. Kenneth decided to give a kiss to","Then, Benjamin and Richard were working at the house. Michael decided to give a kiss to",20042,11867
